movieid,title,cluster_no,rating
4323,"Horse Soldiers, The",3,4.0
4325,"Night, The (Notte, La)",0,4.0
4326,Mississippi Burning,16,3.59
4327,"Magnificent Seven, The",3,3.59
4329,Rio Bravo,3,3.67
4333,Throw Momma from the Train,20,3.2
4334,Yi Yi,0,4.6
4337,"Sand Pebbles, The",5,3.5
4338,Twelve O'Clock High,0,4.5
4339,Von Ryan's Express,14,3.75
4340,"Animal, The",1,2.14
4342,Big Eden,5,4.5
4343,Evolution,9,3.04
4344,Swordfish,19,3.1
4345,"Anniversary Party, The",0,4.0
4347,Divided We Fall (Musíme si pomáhat),7,3.83
4349,Catch-22,1,3.75
4350,Forgotten Silver,1,4.25
4351,Point Break,8,3.25
4353,Uncommon Valor,14,3.0
4354,Unlawful Entry,8,2.5
4355,Youngblood,14,2.0
4356,Gentlemen Prefer Blondes,21,3.8
4357,How to Marry a Millionaire,10,4.5
4359,"Seven Year Itch, The",1,3.38
4361,Tootsie,21,3.42
4366,Atlantis: The Lost Empire,11,3.34
4367,Lara Croft: Tomb Raider,6,2.9
4368,Dr. Dolittle 2,1,2.36
4369,"Fast and the Furious, The",8,3.07
4370,A.I. Artificial Intelligence,9,3.34
4371,Baby Boy,16,0.5
4372,Crazy/Beautiful,5,3.4
4373,Pootie Tang,1,3.17
4374,Let It Snow,21,4.5
4378,Sexy Beast,16,3.71
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der)",5,3.86
4381,"Closet, The (Placard, Le)",1,3.38
4383,"Crimson Rivers, The (Rivières pourpres, Les)",16,3.5
4384,Lumumba,0,3.0
4386,Cats & Dogs,1,2.82
4387,Kiss of the Dragon,14,3.78
4388,Scary Movie 2,1,2.65
4389,Lost and Delirious,0,3.62
4390,Rape Me (Baise-moi),16,3.5
4392,Alice,10,3.25
72982,Alice,6,3.25
4393,Another Woman,0,4.5
4394,Beach Blanket Bingo,1,1.5
4395,Big Deal on Madonna Street (I Soliti Ignoti),20,4.0
4396,"Cannonball Run, The",1,2.75
4397,Cannonball Run II,1,2.5
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le)",7,3.75
4402,Dr. Goldfoot and the Bikini Machine,1,5.0
4403,"Fall of the House of Usher, The (House of Usher)",17,3.0
4404,Faust,17,4.0
4406,"Man Who Shot Liberty Valance, The",16,4.4
4407,Salvador,13,4.5
4408,September,0,3.5
4409,Shadows and Fog,13,3.33
4410,Something Wild,20,4.0
4412,"Thing with Two Heads, The",17,0.75
4419,All That Heaven Allows,5,4.25
4420,"Barefoot Contessa, The",0,3.0
4422,Cries and Whispers (Viskningar och rop),0,4.0
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il)",0,3.67
4426,Kiss Me Deadly,3,4.0
4427,"Lion in Winter, The",0,3.67
4428,"Misfits, The",10,3.25
4429,Moby Dick,0,4.5
4432,Sweet Smell of Success,0,4.12
4433,Written on the Wind,0,4.25
4434,"10th Victim, The (La decima vittima)",12,4.0
4436,Obsession,4,4.0
174551,Obsession,1,4.0
4437,Suspiria,17,3.94
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men)",14,3.83
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo),0,3.62
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong)",12,3.75
4441,Game of Death,14,4.17
4442,"Last Dragon, The",7,2.67
4443,Outland,12,2.75
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang)",19,4.17
4445,T-Rex: Back to the Cretaceous,3,4.0
4446,Final Fantasy: The Spirits Within,11,3.35
4447,Legally Blonde,21,3.16
4448,"Score, The",14,3.55
4449,Adanggaman,0,2.0
4450,Bully,16,3.61
94130,Bully,3,3.61
4451,Jump Tomorrow,10,3.5
4452,Made,1,2.67
4453,Michael Jordan to the Max,3,3.5
4454,More,9,5.0
4458,Africa: The Serengeti,3,4.0
4459,Alaska: Spirit of the Wild,3,4.0
4462,18 Again!,1,1.5
4463,1969,0,2.0
4464,"Accidental Tourist, The",10,3.6
4465,"Accused, The",0,3.7
4466,Above the Law,19,2.5
4467,"Adventures of Baron Munchausen, The",11,3.77
4470,Ariel,0,3.0
4471,Arthur 2: On the Rocks,21,1.5
4473,Bat*21,0,3.0
4474,Beaches,7,2.9
4475,"Beast of War, The (Beast, The)",0,4.0
4476,Big Business,1,2.33
4477,Big Top Pee-Wee,11,1.94
4478,Biloxi Blues,7,3.5
4482,"Bright Lights, Big City",0,3.17
4483,Caddyshack II,1,1.5
4484,Camille Claudel,0,3.75
4487,Cocktail,5,2.95
4488,Colors,19,3.33
4489,Coming to America,21,3.46
4490,"Couch Trip, The",1,2.0
4492,Critters,9,3.0
4495,Crossing Delancey,21,5.0
4496,D.O.A.,4,3.0
7223,D.O.A.,0,3.0
4497,Dead Heat,18,3.0
4498,"Dead Pool, The",8,3.0
4499,Dirty Rotten Scoundrels,1,4.12
4500,Drowning by Numbers,7,4.0
4502,Ernest Saves Christmas,1,1.62
4504,Feds,1,1.5
4505,For Keeps,5,3.0
4506,Frantic,8,3.17
4508,Gorillas in the Mist,0,3.5
4509,"Great Outdoors, The",1,2.9
4511,High Spirits,1,2.0
4516,Johnny Be Good,1,3.0
4517,Lady in White (a.k.a. The Mystery of the Lady in White),15,1.75
4518,The Lair of the White Worm,1,3.75
4519,"Land Before Time, The",11,3.33
4520,License to Drive,1,2.33
4521,Little Nikita,0,3.0
4522,Masquerade,4,1.0
4523,Milagro Beanfield War,7,3.5
4524,Moon Over Parador,1,3.0
4526,My Stepmother Is an Alien,21,3.1
4527,"Night in the Life of Jimmy Reardon, A",21,2.5
4529,Bagdad Cafe (Out of Rosenheim),7,3.88
4531,Red Heat,14,2.67
4533,"Return of the Living Dead, The",17,3.75
4534,Return to Snowy River (a.k.a. The Man From Snowy River II),0,2.5
4535,"Man from Snowy River, The",5,3.38
4537,Running on Empty,0,4.33
4541,"Serpent and the Rainbow, The",17,3.5
4544,Short Circuit 2,9,2.9
4545,Short Circuit,9,3.28
4546,"Vanishing, The (Spoorloos)",13,3.92
4552,"Tetsuo, the Ironman (Tetsuo)",12,3.5
4553,They Live,12,3.72
4557,Tucker: The Man and His Dream,0,3.0
4558,Twins,1,2.46
4562,Without a Clue,1,4.0
4563,Young Einstein,1,1.83
4564,Always,5,2.83
4565,American Ninja,6,2.5
4568,Best of the Best,14,2.5
4571,Bill & Ted's Excellent Adventure,9,3.7
4572,Black Rain,19,3.0
4573,Blaze,7,2.0
4574,Blind Fury,12,3.25
4577,Casualties of War,0,3.83
4578,Chances Are,21,2.5
4580,Cyborg,18,0.5
4581,Dad,0,4.0
4583,Disorganized Crime,1,4.0
4584,Dream a Little Dream,10,2.0
4585,"Dream Team, The",1,3.38
4587,Earth Girls Are Easy,9,2.25
4589,Eddie and the Cruisers,0,2.0
4591,Erik the Viking,11,3.0
4593,Family Business,1,2.25
4594,Farewell to the King,14,3.0
4595,Fat Man and Little Boy,0,3.5
4597,Gleaming the Cube,14,2.0
4599,Great Balls of Fire!,0,2.5
4600,Gross Anatomy (a.k.a. A Cut Above),7,3.25
4602,Harlem Nights,21,3.0
4603,Her Alibi,21,2.5
4605,How to Get Ahead in Advertising,1,3.62
4608,"Innocent Man, An",16,2.25
4610,"January Man, The",20,2.0
4611,Johnny Handsome,16,4.0
4612,Jesus of Montreal (Jésus de Montréal),0,4.5
4613,K-9,19,2.0
4614,Kickboxer,14,2.5
4615,Last Exit to Brooklyn,0,4.0
4616,Lean on Me,0,3.5
4617,Let It Ride,1,3.5
4619,Little Monsters,1,2.25
4621,Look Who's Talking,21,2.39
4622,Loverboy,1,2.5
4623,Major League,1,3.58
4624,Meet the Feebles,2,3.0
4625,Millennium,13,2.0
4626,Miracle Mile,5,3.5
4628,New York Stories,7,3.12
4629,Next of Kin,8,1.75
4630,No Holds Barred,14,1.0
4632,"Package, The",12,3.0
4634,Penn & Teller Get Killed,1,4.0
4635,Pink Cadillac,7,1.0
4636,"Punisher, The",14,3.29
7439,"Punisher, The",8,3.29
4638,Jurassic Park III,12,2.85
4639,America's Sweethearts,21,2.58
4640,Brother,8,3.75
4641,Ghost World,7,3.5
4642,Hedwig and the Angry Inch,7,4.18
4644,Bread and Tulips (Pane e tulipani),10,3.67
4645,Cure,15,4.5
4646,Greenfingers,7,1.5
4649,Wet Hot American Summer,1,3.64
4653,"Return of the Musketeers, The",1,3.0
4654,Road House,14,2.79
4658,Santa Sangre,13,3.5
4660,Scenes from the Class Struggle in Beverly Hills,1,4.0
4661,Sea of Love,16,3.0
4662,"See No Evil, Hear No Evil",20,3.17
4663,She's Out of Control,1,2.83
4666,Skin Deep,1,3.0
4670,"Stepfather, The",15,2.5
4671,Sweetie,0,3.5
4672,"Tall Guy, The",21,2.75
4673,Tango & Cash,8,1.67
4675,Three Fugitives,1,1.0
4676,Troop Beverly Hills,1,1.92
4677,Turner & Hooch,20,3.04
4678,UHF,1,3.44
4679,Uncle Buck,1,2.88
4681,"War of the Roses, The",7,3.64
4683,"Wizard, The",7,3.25
4686,Weekend at Bernie's II,1,1.62
4687,Billy Liar,1,3.5
4688,Black Robe,0,3.33
4689,"Cat o' Nine Tails, The (Gatto a nove code, Il)",4,3.5
4690,"Cotton Club, The",20,3.25
4695,Who'll Stop the Rain,16,4.0
4697,Basket Case,1,2.62
4699,Original Sin,5,2.75
4700,"Princess Diaries, The",21,3.04
4701,Rush Hour 2,1,3.37
4704,Hatari!,1,3.0
4705,"Cage aux Folles, La",1,3.0
4708,Marat/Sade,0,4.5
4709,Paint Your Wagon,1,2.83
4710,"Shootist, The",0,3.5
4711,Theremin: An Electronic Odyssey,3,4.0
4713,Altered States,0,3.57
4714,Any Which Way You Can,1,2.0
4715,"Awakening, The",17,3.0
4717,"Battle Creek Brawl (Big Brawl, The)",1,4.0
4718,American Pie 2,1,3.07
4719,Osmosis Jones,8,2.62
4720,"Others, The",13,3.63
4721,American Outlaws,1,2.12
4722,All Over the Guy,1,3.0
4723,"Deep End, The",0,1.83
4725,Session 9,15,3.62
4727,Captain Corelli's Mandolin,5,3.12
4728,Rat Race,1,3.06
4732,Bubble Boy,1,1.89
4733,"Curse of the Jade Scorpion, The",1,2.5
4734,Jay and Silent Bob Strike Back,1,3.16
4735,Ghosts of Mars,15,2.6
4736,Summer Catch,10,2.67
4738,Happy Accidents,9,4.0
4740,Maybe Baby,21,3.5
4741,Together (Tillsammans),10,3.71
4743,Tortilla Soup,21,3.25
4744,Jeepers Creepers,17,2.5
4745,O,0,3.62
4748,3 Ninjas,1,2.08
4749,3 Ninjas Kick Back,1,1.25
4750,3 Ninjas Knuckle Up,14,0.5
4754,"Wicker Man, The",13,2.75
47810,"Wicker Man, The",15,2.75
4756,"Musketeer, The",14,1.5
4757,Rock Star,7,2.5
4759,Two Can Play That Game,7,4.0
4765,L.I.E.,0,4.33
4766,"Our Lady of the Assassins (Virgen de los sicarios, La)",5,4.0
4769,Into the Arms of Strangers: Stories of the Kindertransport,3,3.0
4770,"Glass House, The",4,2.75
4771,Hardball,0,2.67
4772,Dinner Rush,0,3.5
4773,Haiku Tunnel,1,3.0
4774,Big Trouble,20,2.17
4775,Glitter,5,0.5
4776,Training Day,16,3.79
4777,"American Astronaut, The",9,2.5
4780,Liam,0,2.0
4782,Sidewalks of New York,21,2.5
4783,"Endurance: Shackleton's Legendary Antarctic Expedition, The",3,3.5
4784,"French Lieutenant's Woman, The",0,3.0
4785,"Great Silence, The (Grande silenzio, Il)",0,4.0
4786,"Legend of Hell House, The",15,1.0
4787,Little Man Tate,0,3.35
4788,Moscow Does Not Believe in Tears (Moskva slezam ne verit),5,5.0
4789,Phantom of the Paradise,15,4.33
4792,13 Ghosts,17,3.12
4794,Opera,17,3.0
4795,Father Goose,21,3.67
4796,"Grass Is Greener, The",21,3.25
4798,Indiscreet,21,3.5
4799,"It's a Mad, Mad, Mad, Mad World",19,3.25
4800,King Solomon's Mines,14,2.67
7308,King Solomon's Mines,1,2.67
25962,King Solomon's Mines,6,2.67
4801,"Little Foxes, The",0,4.0
4802,Operation Petticoat,21,3.0
4803,Play Misty for Me,13,3.62
4804,Pocketful of Miracles,7,3.5
4808,"Vanishing, The",4,2.38
4809,Silkwood,0,4.17
4810,I Never Promised You a Rose Garden,0,2.0
4811,Quadrophenia,0,3.0
4812,SpaceCamp,9,2.17
4813,When Worlds Collide,9,5.0
4814,Don't Say a Word,4,2.5
4815,Hearts in Atlantis,0,2.92
4816,Zoolander,1,3.51
4818,Extreme Days,6,2.0
4821,Joy Ride,4,3.1
4822,Max Keeble's Big Move,1,2.5
4823,Serendipity,21,3.14
4825,"Swamp, The (Ciénaga, La)",7,3.0
4826,"Big Red One, The",14,4.25
4827,"Boogeyman, The",17,3.0
4828,"Party, The (Boum, La)",21,3.5
4830,Brubaker,16,4.0
4831,Can't Stop the Music,1,3.0
4833,"Changeling, The",15,3.33
4835,Coal Miner's Daughter,0,3.5
4836,"Competition, The",5,3.75
4840,"Last Metro, The (Dernier métro, Le)",5,4.0
4844,Bandits,21,2.67
4845,Corky Romano,20,1.33
4846,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau),1,3.5
4847,Fat Girl (À ma soeur!),0,3.0
4848,Mulholland Drive,16,3.84
4849,My First Mister,7,3.33
4850,Spriggan (Supurigan),18,3.38
4852,Bones,17,1.67
4855,Dirty Harry,8,3.78
4857,Fiddler on the Roof,0,3.81
4860,Making the Grade,1,2.0
4862,Not Without My Daughter,0,1.67
4863,Female Trouble,20,3.25
4864,Titanica,3,2.5
4865,From Hell,15,3.65
4866,"Last Castle, The",14,2.81
4867,Riding in Cars with Boys,7,3.1
4871,Focus,0,3.27
129354,Focus,10,3.27
4873,Waking Life,0,3.68
4874,K-PAX,0,3.48
4876,Thirteen Ghosts (a.k.a. Thir13en Ghosts),15,2.46
4877,Better Than Sex,21,3.5
4878,Donnie Darko,13,3.98
4879,High Heels and Low Lifes,19,3.0
4880,Life as a House,0,3.89
4881,"Man Who Wasn't There, The",16,3.74
4883,"Town is Quiet, The (Ville est tranquille, La)",0,4.0
4885,Domestic Disturbance,4,2.0
4886,"Monsters, Inc.",11,3.87
4887,"One, The",12,2.75
4888,Tape,0,3.88
4889,Heist,16,3.43
4890,Shallow Hal,21,3.03
4893,When a Stranger Calls,15,1.64
43904,When a Stranger Calls,15,1.64
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone),11,3.76
4898,Novocaine,20,2.62
4899,Black Knight,11,2.19
4900,Out Cold,1,2.92
31049,Out Cold,1,2.92
4901,Spy Game,8,3.48
4902,"Devil's Backbone, The (Espinazo del diablo, El)",13,3.35
4903,In the Bedroom,0,3.0
4909,"Incredible Shrinking Woman, The",9,2.0
4911,Jabberwocky,11,3.5
4912,Funny Girl,5,3.75
4914,Breathless (À bout de souffle),5,3.94
4915,"Beastmaster, The",6,2.8
4916,Midway,0,3.33
4917,MacArthur,0,4.0
4919,Subway,16,3.5
4920,"Now, Voyager",5,3.67
4925,"Cheap Detective, The",1,3.0
4926,Everybody's Famous! (Iedereen beroemd!),7,2.0
4927,"Last Wave, The",4,3.0
4928,That Obscure Object of Desire (Cet obscur objet du désir),0,3.12
4929,"Toy, The",1,2.38
4932,Dressed to Kill,4,1.0
4936,Fame,0,3.33
4939,"Final Countdown, The",18,3.0
4941,Flash Gordon,18,3.19
4942,"Angry Red Planet, The",9,4.5
4945,"Enforcer, The",20,4.0
4946,"Eye for an Eye, An",8,4.0
4947,"Gauntlet, The",14,3.5
4952,Morons From Outer Space,9,2.0
4953,"People That Time Forgot, The",9,2.5
4954,Ocean's Eleven (a.k.a. Ocean's 11),20,3.64
4956,"Stunt Man, The",6,4.5
4957,Sudden Impact,8,3.5
4958,Behind Enemy Lines,14,3.25
4959,"Affair of the Necklace, The",0,3.25
4961,Pornstar: The Legend of Ron Jeremy,3,2.5
4962,Texas Rangers,3,2.0
4963,Ocean's Eleven,8,3.84
4964,Baran,5,3.5
4965,"Business of Strangers, The",14,3.5
4966,"Incredible Shrinking Man, The",4,3.0
4969,And Then There Were None,20,3.62
4970,"Blue Angel, The (Blaue Engel, Der)",0,4.0
4971,Moscow on the Hudson,7,3.1
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le)",21,4.18
4974,Not Another Teen Movie,1,2.57
4975,Vanilla Sky,4,3.42
4976,Iris,0,3.88
4977,Kandahar (Safar e Ghandehar),0,3.5
4978,Lantana,13,3.83
4979,"Royal Tenenbaums, The",7,3.68
4980,Bill & Ted's Bogus Journey,9,3.08
4981,Clockwise,1,4.0
4985,Sheena,6,1.5
4987,Spacehunter: Adventures in the Forbidden Zone,18,2.0
4988,White Water Summer,3,2.0
4989,How High,1,2.94
4990,Jimmy Neutron: Boy Genius,11,3.2
4991,Joe Somebody,10,3.33
4992,Kate & Leopold,21,3.21
4993,"Lord of the Rings: The Fellowship of the Ring, The",11,4.11
4994,"Majestic, The",10,3.5
4995,"Beautiful Mind, A",5,4.0
4998,"Defiant Ones, The",16,3.5
5004,"Party, The",1,3.5
5007,Topkapi,4,2.5
5008,Witness for the Prosecution,13,4.39
5009,Ali,0,3.0
5010,Black Hawk Down,14,3.81
5011,Charlotte Gray,5,3.75
5012,Yentl,5,4.0
5013,Gosford Park,7,3.7
5014,I Am Sam,0,3.76
5015,Monster's Ball,5,3.31
5016,"Shipping News, The",0,3.0
5021,Murder by Death,20,2.83
5023,"Waterdance, The",0,4.0
5025,Orange County,1,2.63
5026,"Brotherhood of the Wolf (Pacte des loups, Le)",12,3.82
5027,Another 48 Hrs.,8,3.0
5028,What Time Is It There? (Ni neibian jidian),0,2.0
5033,"Russia House, The",13,2.5
5034,"Truly, Madly, Deeply",5,3.67
5039,Dragonslayer,6,4.08
5040,Conan the Destroyer,6,3.12
5041,Fire and Ice,2,1.75
65651,Fire and Ice,11,1.75
5046,Impostor,12,3.0
5047,Kung Pow: Enter the Fist,1,3.22
5048,Snow Dogs,11,2.33
5049,48 Hrs.,19,3.59
5051,Italian for Beginners (Italiensk for begyndere),10,3.0
5053,Blankman,1,1.5
5054,Brainstorm,4,3.0
44719,Brainstorm,0,3.0
5055,Dragon: The Bruce Lee Story,14,2.81
5059,Little Dieter Needs to Fly,3,5.0
5060,M*A*S*H (a.k.a. MASH),7,3.93
5062,Seconds,4,3.5
5063,One-Eyed Jacks,3,3.0
5064,The Count of Monte Cristo,14,3.83
5065,"Mothman Prophecies, The",13,3.08
5066,"Walk to Remember, A",5,3.5
5068,Beijing Bicycle (Shiqi sui de dan che),0,4.0
5069,Escaflowne: The Movie (Escaflowne),6,3.25
5071,Maelström,5,4.0
5073,"Son's Room, The (Stanza del figlio, La)",0,3.83
5074,Storytelling,7,3.17
5075,Waydowntown,1,3.67
5076,"Adventures of Huck Finn, The",7,2.5
5077,Cousins,21,3.0
5080,Slackers,1,2.6
5081,Birthday Girl,5,2.8
5083,Rare Birds,7,3.5
5088,"Going Places (Valseuses, Les)",20,5.0
5092,Big Fat Liar,1,3.0
5093,Collateral Damage,12,2.78
5094,Rollerball,18,2.41
5522,Rollerball,14,2.41
5095,"Scotland, Pa.",20,4.5
5096,Baby's Day Out,1,1.25
5099,Heidi,0,2.5
5102,Rookie of the Year,1,2.5
5103,"Sandlot, The",7,3.44
5105,Don't Look Now,13,0.5
5106,Crossroads,21,2.35
8119,Crossroads,0,2.35
5107,Hart's War,0,3.1
5108,John Q,16,2.91
5109,Return to Never Land,11,4.0
5110,Super Troopers,20,3.6
5111,"Good Son, The",13,1.5
5112,Last Orders,0,3.0
5113,After the Fox (Caccia alla volpe),20,2.75
5114,"Bad and the Beautiful, The",0,4.0
5116,Designing Woman,1,3.5
5120,Sleuth,4,4.2
55278,Sleuth,13,4.2
5121,Stroszek,7,4.0
5127,Dragonfly,13,3.5
5128,Queen of the Damned,17,2.36
5131,How to Kill Your Neighbor's Dog,7,3.25
5134,Mean Machine,7,3.0
5135,Monsoon Wedding,21,3.83
5136,Wendigo,0,2.5
5137,Scratch,3,3.83
5139,"Bad News Bears, The",1,3.28
5146,Vampire Hunter D: Bloodlust (Banpaia hantâ D),17,3.11
5147,Wild Strawberries (Smultronstället),0,3.75
5151,40 Days and 40 Nights,21,3.0
5152,We Were Soldiers,14,3.33
5155,"Big Bird Cage, The",14,4.5
5156,"Big Doll House, The",14,2.5
5159,Ferngully: The Last Rainforest,2,3.14
5165,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2),17,4.0
5168,Royal Wedding,21,3.0
5170,All About the Benjamins,19,2.5
5177,"Magnificent Ambersons, The",5,3.5
5178,Fun,16,4.0
5181,Hangar 18,12,4.5
5187,Hopscotch,1,4.0
5189,Humanoids from the Deep,17,1.5
5197,Little Darlings,0,2.0
5198,"Long Good Friday, The",13,3.5
5202,Mon oncle d'Amérique,0,3.25
5205,Motel Hell,1,2.75
5209,Ffolkes,6,2.0
5212,"Octagon, The",14,3.0
5213,"Oh, God! Book II",1,1.5
5214,"Oh, God!",1,2.5
5218,Ice Age,11,3.69
5219,Resident Evil,12,3.08
5220,Showtime,1,2.4
5221,Harrison's Flowers,0,3.0
5222,Kissing Jessica Stein,21,3.38
5224,Promises,3,4.25
5225,And Your Mother Too (Y tu mamá también),5,3.95
5226,All the Right Moves,5,2.25
5231,Road to Morocco,1,3.5
5237,Taps,0,4.0
5238,Return of the Secaucus 7,0,3.5
5239,Rude Boy,0,4.0
5241,Seems Like Old Times,21,5.0
5244,Shogun Assassin,6,5.0
5246,Smokey and the Bandit II,1,2.12
5247,Smokey and the Bandit,1,2.72
5248,Smokey and the Bandit III,1,1.38
5250,Stir Crazy,1,4.0
5254,Blade II,15,3.21
5255,Sorority Boys,1,2.38
5256,Stolen Summer,0,2.75
5258,George Washington,0,2.0
5264,Clockstoppers,12,2.25
5265,Death to Smoochy,20,3.32
5266,Panic Room,4,3.0
5267,"Rookie, The",0,3.14
6812,"Rookie, The",12,3.14
5268,No Such Thing,5,2.5
5269,"Piano Teacher, The (La pianiste)",0,4.0
5272,Time Out (L'emploi du temps),0,3.0
5275,Boxcar Bertha,0,1.5
5278,Fraternity Vacation,21,1.0
5279,Impromptu,21,4.25
5282,High Crimes,4,3.25
5283,National Lampoon's Van Wilder,1,2.91
5284,Crush,21,2.5
5285,Lucky Break,20,4.0
5288,"Atomic Cafe, The",3,4.5
5291,Rashomon (Rashômon),16,3.94
5292,Slap Shot,1,3.86
5293,Changing Lanes,13,3.33
5294,Frailty,16,3.86
5296,"Sweetest Thing, The",21,2.9
5297,"Cat's Meow, The",13,2.5
5298,Human Nature,21,3.5
5299,My Big Fat Greek Wedding,21,3.27
5300,3:10 to Yuma,14,4.06
54997,3:10 to Yuma,19,4.06
5303,Joe Versus the Volcano,21,3.43
5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta)",0,4.0
5307,Taking Care of Business,1,3.0
5308,Three Men and a Baby,1,2.82
5309,Three Men and a Little Lady,21,2.56
5311,"Watcher in the Woods, The",15,3.0
5312,Murder by Numbers,8,2.86
5313,The Scorpion King,6,2.3
5316,Enigma,4,3.14
5319,Nine Queens (Nueve reinas),8,3.5
5321,"Triumph of Love, The",1,2.0
5322,World Traveler,0,4.0
5323,Jason X,15,1.19
5324,Life or Something Like It,21,2.75
5325,Dogtown and Z-Boyz,3,3.79
5328,Rain,5,5.0
5329,"Salton Sea, The",16,3.35
5333,Bob le Flambeur,16,3.33
5334,Cadillac Man,20,1.5
5337,Delirious,1,2.83
5338,Full Moon in Blue Water,0,2.0
5339,Husbands and Wives,7,3.92
5341,Lenny,0,3.75
5345,Triumph of the Spirit,0,3.0
5346,Wild Orchid,5,1.75
5347,Deuces Wild,0,2.5
5348,Hollywood Ending,7,4.0
5349,Spider-Man,12,3.54
5353,Butterflies Are Free,7,3.0
5356,"Giant Spider Invasion, The",17,0.5
5357,Iron Will,3,3.5
5358,Mountains of the Moon,3,3.0
5361,White Fang,3,1.75
5363,"New Guy, The",1,2.5
5364,Unfaithful,13,3.5
5365,"Lady and the Duke, The (Anglaise et le duc, L')",5,4.0
5372,Calamity Jane,3,3.5
5373,"Cranes Are Flying, The (Letyat zhuravli)",5,4.0
5375,"Harvey Girls, The",1,3.0
5377,About a Boy,10,3.72
5378,Star Wars: Episode II - Attack of the Clones,18,3.16
5379,"Believer, The",0,4.25
5380,"Importance of Being Earnest, The",10,3.85
5382,Every Which Way But Loose,1,3.0
5384,I Want to Live!,16,3.0
5385,"Last Waltz, The",3,4.5
5387,Enough,13,4.0
5389,Spirit: Stallion of the Cimarron,11,3.5
5390,CQ,0,3.0
5391,Thirteen Conversations About One Thing (a.k.a. 13 Conversations),0,4.0
5397,Monkey Business,9,2.5
5398,Requiem for a Heavyweight,0,4.0
5400,"Sum of All Fears, The",13,2.97
5401,Undercover Brother,1,1.83
5404,84 Charing Cross Road,5,4.5
5409,Rapid Fire,14,3.75
5410,Silent Running,0,2.38
5415,Divine Secrets of the Ya-Ya Sisterhood,7,3.12
5416,Cherish,7,5.0
5417,"Fast Runner, The (Atanarjuat)",0,3.83
5418,"Bourne Identity, The",12,3.79
26614,"Bourne Identity, The",14,3.79
5419,Scooby-Doo,11,2.85
5420,Windtalkers,14,2.88
5421,"Dangerous Lives of Altar Boys, The",0,3.5
5422,"Emperor's New Clothes, The",1,4.0
5423,Gangster No. 1,8,3.0
5424,Harvard Man,16,3.0
5425,Dark Blue World (Tmavomodrý svet),0,4.25
5427,Caveman,1,2.5
5428,Cheech & Chong's The Corsican Brothers,1,1.12
5433,Silver Bullet (Stephen King's Silver Bullet),13,2.67
5434,"Sorry, Wrong Number",13,3.8
5435,Hombre,3,3.0
5437,"Manhattan Project, The",9,3.0
5438,Men at Work,1,2.75
5440,She Wore a Yellow Ribbon,3,3.0
5442,V. I. Warshawski,19,2.0
5443,Juwanna Mann,1,1.5
5444,Lilo & Stitch,11,3.81
5445,Minority Report,8,3.64
5446,Rabbit-Proof Fence,0,3.64
5447,Sunshine State,0,3.5
5448,Hey Arnold! The Movie,11,2.0
5449,Mr. Deeds,21,2.91
5450,Lovely & Amazing,10,3.2
5451,Pumpkin,10,3.0
5452,Look Who's Talking Now,21,1.58
5454,Mo' Money,21,2.25
5455,"Object of Beauty, The",7,1.5
5456,Wagons East,1,2.0
5458,Like Mike,2,2.5
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),18,2.96
5460,"Powerpuff Girls, The",2,3.67
5461,Me Without You,7,2.5
5462,"Crocodile Hunter: Collision Course, The",1,2.5
5463,Reign of Fire,6,2.72
5464,Road to Perdition,16,3.52
5465,All About Lily Chou-Chou (Riri Shushu no subete),16,3.0
5466,My Wife is an Actress (Ma Femme est une Actrice),10,4.0
5468,20 Million Miles to Earth,9,5.0
5470,The Importance of Being Earnest,21,4.33
5471,Perfect,5,1.83
5472,1776,0,3.5
5475,Z,13,3.83
5476,Halloween: Resurrection (Halloween 8),15,2.0
5477,Sex and Lucia (Lucía y el sexo),5,3.88
